,Unnamed: 0,Column1,scope,title,manual_keywords,generated_keywords,name,description
207,211,207,openHPI,Learning @ Scale 2021 & EMOOCs 2021,Conference;Programm;Presentations,Online Education;Learning at Scale;EMOOCs (Massive Open Online Courses);Digital Learning;Educational Technology;Online Conference;Research and Development;Educational Institutions;Hybrid Learning;Online Transformation,Learning @ Scale 2021 & EMOOCs 2021,"<p>All learning institutions have been forced to transform and redesign their learning methods, moving from traditional models to hybrid or complete online models at scale. This has shown clearly and rapidly, what already works in online education and what still has a ways to go. The learnings derived from praxis and research have been explored in EMOOCs /Learning @ Scale 2021 which took place completely online from June 22 to June 24, 2021.  </p><p>For more information, please visit also <a target=""_blank"" rel=""noopener"" href=""https://emoocs.hpi.de/"">our official website</a>.</p>"
208,212,208,openHPI,Digital Identities,Cybersecurity;Digital Identities;accounts;Passwords,Online presence;Digital footprint;Personal data;Identity online;Internet accounts;Authentication;Sensitive information;Online security;Digital profiles;Cybersecurity,Digital Identities,"<p>The average Internet user has more than 25 Internet accounts, which are created for a wide variety of purposes. Besides accounts for e-mail services or social networks, users need access to learning platforms or online shopping services. Each of these internet accounts represents an individual digital identity. Each of these identities in turn contains a wide variety of personal information. In addition to information used to authenticate a user, such as an e-mail address and password, other services require very personal and sensitive data, such as bank details for payment and the place of residence for the subsequent delivery of an order.</p>"
209,214,209,openHPI,Digital Identities,Cybersecurity;Digital Identities;accounts;Passwords,Digital Identity;Online Accounts;Personal Information;Data Protection;Cyber Security;Internet Users;Online Services;Authentication;Sensitive Data;Identity Management,Digital Identities,"<p>The average Internet user has more than 25 Internet accounts, which are created for a wide variety of purposes. Besides accounts for e-mail services or social networks, users need access to learning platforms or online shopping services. Each of these internet accounts represents an individual digital identity. Each of these identities in turn contains a wide variety of personal information. In addition to information used to authenticate a user, such as an e-mail address and password, other services require very personal and sensitive data, such as bank details for payment and the place of residence for the subsequent delivery of an order.</p>"
210,216,210,openHPI,Digital Identities,Cybersecurity;Digital Identities;accounts;Passwords,Online Identity;Personal Information;Digital Accounts;Internet Security;Data Protection;Online Safety;Sensitive Data;Authentication;Password Management;Cybersecurity,Digital Identities,"<p>The average Internet user has more than 25 Internet accounts, which are created for a wide variety of purposes. Besides accounts for e-mail services or social networks, users need access to learning platforms or online shopping services. Each of these internet accounts represents an individual digital identity. Each of these identities in turn contains a wide variety of personal information. In addition to information used to authenticate a user, such as an e-mail address and password, other services require very personal and sensitive data, such as bank details for payment and the place of residence for the subsequent delivery of an order.</p>"
211,218,211,openHPI,Digital Identities,Cybersecurity;Digital Identities;accounts;Passwords,Online Accounts;Digital Identity;Personal Information;Internet Security;Passwords;Data Protection;Online Safety;User Authentication;Sensitive Data;Cybersecurity,Digital Identities,"<p>The average Internet user has more than 25 Internet accounts, which are created for a wide variety of purposes. Besides accounts for e-mail services or social networks, users need access to learning platforms or online shopping services. Each of these internet accounts represents an individual digital identity. Each of these identities in turn contains a wide variety of personal information. In addition to information used to authenticate a user, such as an e-mail address and password, other services require very personal and sensitive data, such as bank details for payment and the place of residence for the subsequent delivery of an order.</p>"
212,220,212,openHPI,Internetworking Edition 2023,Internet;WWW;networks,Internet;Networking;Security;Technology;Online;World Wide Web;Communication;Society;Economy;Digital Age,Internetworking Edition 2023,"<p>Die Zahl der Internetnutzer:innen weltweit ist kontinuierlich gestiegen und lag 2021 bei rund 4,9 Milliarden Menschen. In Deutschland sind ca. 94% der Bevoelkerung online unterwegs. Das Netz der Netze hat unser Leben und Arbeiten radikal veraendert. In diesem Kurs erfahren Sie, welche technischen Prinzipien dem Internet zugrunde liegen. Darueber hinaus wollen wir den Fokus auf relevante Aspekte wie Sicherheit im Internet und seine Rolle fuer Wirtschaft, Gesellschaft und Politik lenken.</p>"
213,221,213,openHPI,Tatort Internet: Edition 2022,Cybersecurity;Malware;Digital Identities;Cryptography;Encryption;Protection,Internet Security;Cyber Crime;Password Protection;Online Threats;Data Protection;Hacker Attacks;Network Vulnerabilities;Cyber Safety;Online Defense;Digital Protection,Tatort Internet: Edition 2022,"<p>Hackern gelingt es immer wieder, Passwoerter zu stehlen, auf sensible Firmen- und Userdaten zuzugreifen und somit schlimmstenfalls ganze Unternehmen lahmzulegen. So vielfaeltig die Moeglichkeiten sind, die das Internet seinen Nutzern bietet, so vielfaeltig sind auch die Angriffspunkte und potenziellen Gefahren, die vom Internet ausgehen und vielen Menschen noch nicht richtig bewusst sind. In diesem openHPI-Kurs lernen Sie die Grundbegriffe der Internetsicherheit kennen. Warum ist das Internet in seinem Grunddesign unsicher? Welches sind die Schwachstellen des Internets und wie werden diese von Cyberkriminellen ausgenutzt? Diese Fragen werden unter anderem in diesem Kurs beantwortet. Gleichzeitig erhalten Sie einige Tipps, wie Sie sich vor solchen Angriffen schuetzen koennen.</p>"
214,222,214,openHPI,Objektorientierte Programmierung in Java - Schulversion,Java;Programming;Software;School,Java Programming;Object-Oriented Programming;Online Course;Beginner-Friendly;Problem-Solving;Practical Exercises;Mystery Case;Coding;Computer Skills;Programming Basics;,Objektorientierte Programmierung in Java - Schulversion,"<p>Dieser Kurs ist offen fuer alle, richtet sich aber in erster Linie an Schueler:innen.Alle, die schon immer in die Welt des Programmierens hineinschnuppern wollten oder schon erste Erfahrung in der Programmierung gesammelt haben sind herzlich willkommen. In vier Modulen (14 Wochen) beschaeftigen wir uns mit den Grundlagen der Programmiersprache Java und der objektorientierten Programmierung und loesen gemeinsam mit Detektiv Duke einen mysterioesen Entfuehrungsfall. Mit diesem Kurs moechten wir v.a. Schueler:innen der Oberstufe (Jahrgangsstufe 10-13) ansprechen.</p><p>Durch regelmaeßige Programmieraufgaben wird das Gelernte angewendet und die Teilnehmer erwerben praktische Kenntnisse in der Programmiersprache Java.</p><p>Voraussetzungen fuer diesen Kurs sind lediglich ein Interesse an Programmierung, ein Computer mit Internetzugang und ein moderner Browser. Vorhergehende Programmiererfahrung ist hilfreich, aber nicht notwendig. </p>"
215,223,215,openHPI,Spieleentwicklung mit JavaScript: Flappy Bird,JavaScript;learning javascript;programming game(s);learnign programming playful;flappy bird;programming beginners course,Game Development;JavaScript Programming;Flappy Bird Game;Online Course;Programming Basics;Software Development;Game Building;Coding Skills;Interactive Learning;Web Development,Spieleentwicklung mit JavaScript: Flappy Bird,"<p>Ein eigenes Spiel in JavaScript selbst programmieren und die dahinterliegende Physik umsetzen! Von einzelnen Komponenten und Methoden ueber den Zusammenbau bis hin zur Optimierung des Programmcodes: Dieser dreiwoechige Kurs richtet sich an alle Interessierten, die bereits etwas Erfahrung mit Programmierung sammeln konnten. </p><p>Auf eine praxisorientierte Art und Weise bauen wir Stueck fuer Stueck das Spiel <a target=""_blank"" rel=""noopener"" href=""https://flappybird.io/"">Flappy Bird</a> mittels der Programmiersprache JavaScript nach und geben einen Einstieg in die Softwareentwicklung.</p>"
216,224,216,openHPI,Künstliche Intelligenz und Maschinelles Lernen in der Praxis,artificial intelligence;Beginner;machine learning,Artificial Intelligence;Machine Learning;Real-Life Applications;No Programming Required;Practical Examples;Image Recognition;Sentiment Analysis;Natural Language Processing;Data Analysis;Technical Skills,,
217,225,217,openHPI,ChatGPT: Was bedeutet generative KI für unsere Gesellschaft?,generative aI;societal challenges;gigital technologies,Generative Artificial Intelligence (AI);ChatGPT;Technology;Society;Jobs;Communication;Future;Innovation;Impact;Opportunities,,
218,226,218,openHPI,Knowledge Graphs ,Information systems;explainable aI;connection of knowledge,Information Systems;Data Structures;Search Engines;Artificial Intelligence;Knowledge Management;Graph Theory;Data Retrieval;Question Answering;Recommender Systems;Explainable AI,Knowledge Graphs ,"<p>Even though it affects our lives every single day, most of us have no idea what a knowledge graph is. Asking Alexa about the weather tomorrow or searching for the latest news on climate change via Google, knowledge graphs constitute the backbone of today’s state-of-the-art information systems. From improving search results over question answering and recommender systems up to explainable AI systems, the applications of knowledge graphs are manyfold.  </p>"
219,227,219,openHPI,Linux in der Kommandozeile,operating systems;console;computer command;application,Linux;Command Line;Interface;Operating System;Computer;Programming;Automation;Tasks;Efficiency;Technology,Linux in der Kommandozeile,"<p>Wir kennen es aus vielen Filmen: Ein Hacker setzt sich an den Computer, tippt mit gruener Schrift auf einem schwarzen Bildschirm eine Weile und sagt: ""Ich bin drin!"". Was dahinter steckt ist eine Kommandozeile, ein Weg mit Computern zu interagieren, der sehr maechtig ist, aber etwas undurchsichtig wirkt.  </p><p>Wir wollen uns in diesem Kurs mit der Kommandozeile des Betriebssystems Linux beschaeftigen. Mit dem Betriebssystem Linux kommt man oefter in Beruehrung als man denkt. Linux laeuft auf Handys, in smarten Lampen und auf Supercomputern.   </p><p>Mit der Kommandozeile laesst sich schnell und effektiv arbeiten, man kann viele alltaegliche Aufgaben automatisieren und kleinere Programme zu großen zusammenschließen.</p>"
220,228,220,openHPI,Cyberthreats by Malware,Cybersecurity;Malware;Threats;Security Measures,Malware;Cyber threats;Internet security;Viruses;Worms;Trojans;Botnets;Ransomware;Online safety;Cyber attacks,Cyberthreats by Malware,"<p>In this course we will discuss a huge problem on the Internet: The spread of malware.<br>The number of cyber attacks has increased again in 2020. New forms of malware have evolved, even more disruptive and more damaging.<br>We will cover different types of malware, such as, viruses, worms, and trojans, talk about botnets and ransomware, and mention some countermeasures. </p>"
221,229,221,openHPI,Cyberthreats by Malware,Cybersecurity;Malware;Threats;Security Measures,Malware;Cybersecurity;Viruses;Worms;Trojans;Botnets;Ransomware;Online Threats;Cyber Attacks;Internet Safety,Cyberthreats by Malware,"<p>In this course we will discuss a huge problem on the Internet: The spread of malware.<br>The number of cyber attacks has increased again in 2020. New forms of malware have evolved, even more disruptive and more damaging.<br>We will cover different types of malware, such as, viruses, worms, and trojans, talk about botnets and ransomware, and mention some countermeasures. </p>"
222,230,222,iMooX,“Making” - Kreatives digitales Gestalten mit Kindern,Online course;creative;digital;designing;children,Online Course;Creative Design;Digital Experimentation;Children's Education;Making Tools;Programming;Robotics;3D Printing;Beginner-Friendly;Practical Learning,“Making” - Kreatives digitales Gestalten mit Kindern,"""Making"" - der offene Online-Kurs zum kreativen digitalen Gestalten und Experimentieren mit Kindern ist eine siebenwoechige Einfuehrung in unterschiedliche Making-Werkzeuge und -Aktivitaeten fuer Kinder in der Schule und Kinderarbeit. Handlungsorientiert und praxisnah werden ausgewaehlte Werkzeuge der Making-Bewegung vorgestellt und von Expertinnen konkrete Beispiele fuer ihren Einsatz gegeben sowie Herausforderungen und Tipps genannt. Geplant sind so die Vorstellung von ausgewaehlten Unterrichts- oder Workshopszenarien fuers Programmieren, Roboterbauen oder 3D-Drucken. Der Kurs wendet sich dabei explizit an Einsteiger/innen, d.h. Personen, die selbst noch keine Erfahrungen mit den Werkzeugen haben."
223,231,223,iMooX,Der Weg zum lebenszyklusorientierten Hochbau,process steps;life cycle oriented;Buildigs;Planning;Execution,Building;Life Cycle;Process;Framework;Organization;Planning;Execution;Sustainability;Construction;Management,Der Weg zum lebenszyklusorientierten Hochbau,"Der Kurs „Der Weg zum lebenszyklusorientierten Hochbau“ behandelt die Prozessschritte und organisatorischen Rahmenbedingungen fuer lebenszyklusorientierte Gebaeude. Dabei werden jeweils die Ergebnisse der einzelnen Phasen von der Strategie und der Initiierung ueber die Planung bis zur Ausfuehrung, der Nutzung und dem Rueckbau beschrieben. Zusammenfassend werden jene Erfolgsfaktoren definiert, die fuer alle lebenszyklusorientierten Gebaeude gleichermaßen gelten.                            Einen ersten Ueberblick zum Thema verschafft der 4-minuetige Trickfilm „Bauen mit Zukunft“ "
224,232,224,iMooX,Englisch für Chemiestudierende,Vocabulary;subject-specific;chemistry;Videos,Online course;Chemistry students;English vocabulary;Interactive learning;Videos;Chemical terms;Everyday situations;Quiz;Free resource;Language learning,,
225,233,225,iMooX,Entrepreneurship for Engineers,Entrepreneurship;engineers;Private economy;Industry;leaders,Entrepreneurship;Engineers;Practical skills;Industry;Career development;Leadership;Start-up;Private sector;Workplace preparation;Professional growth,Entrepreneurship for Engineers,"Durch „Entrepreneurship for Engineers” wird eine Bruecke geschlagen zwischen der  universitaeren Ausbildung und den Anforderungen an die angehenden Ingenieurinnen und Ingenieure in  der Privatwirtschaft/Industrie.   Dabei wird besonderes Augenmerk auf die praktischen Anforderungen an junge Ingenieurinnen und Ingenieure  in der Industrie und auch die Vorbereitung auf den Berufseinstieg gelegt und folglich  die komplexen und mehrdimensionalen Aufgaben an junge Fuehrungskraefte aus unterschiedlichen  Fachbereichen betrachtet.    Zusammengefasst und aufbereitet werden diese Themen von DI Kevin Fister, der persoenlich  immer wieder die Erfahrung gemacht hat, dass der Berufseinstieg sowie die fruehe Uebernahme  von Fuehrungsverantwortung fuer junge Ingenieurinnen und Ingenieure oft eine große Herausforderung  darstellt. "
226,234,226,iMooX,Graz – die smarteste City Österreichs,Graz;Educational location;Urban sociology;sustainable development;architecture,City;Graz;Austria;Education;Architecture;Urban planning;Sustainability;History;Sociology;Development,,
227,235,227,iMooX,Klettern mit 360° Videos,bouldern;sports climbing;material sciences;safety;videos,Indoor climbing;Bouldering;Sport climbing;Online course;Safety procedures;Climbing techniques;Material knowledge;360-degree videos;Practical training;Safety equipment,Klettern mit 360° Videos," Dieser Kurs bietet einen Einstieg zu Bouldern bzw. Sportklettern in der Halle.  Beginnend mit theoretischen Grundlagen in den ersten Einheiten, werden weiters  Techniken erklaert und erarbeitet welche dann an der Kletterwand umgesetzt werden  koennen. Neben Materialkunde wird der Schwerpunkt des Kurses auch auf der Sicherheit  liegen.    Dieser Kurs kann ausschließlich online belegt werden, wobei hier beachtet werden  muss, dass die Videos keine Ausbildung zum Seilklettern sind. Eine praktischer Kurs  ist zum Erlernen der Sicherungstechniken und des Umganges mit Sicherungsgeraeten sehr  wichtig. Die Abhaltung dieses Kurses erfolgt im Rahmen einer Abschlussarbeit bei der vorgesehen                                                         ist mit einer kleine Gruppe an Teilnehmerinnen und Teilnehmern diesen Kurs mit praktischen Anteilen  zu kombinieren.  "
228,236,228,iMooX,Krankheiten bestimmen mit dem Internet,self diagnosis;illness;internet research;symptoms;case studies,Online course;Medical diagnosis;Internet research;Healthcare;Patient education;Disease detection;Symptom analysis;Critical thinking;Online learning;Healthcare literacy,Krankheiten bestimmen mit dem Internet,"Mit diesem Online-Kurs werden die Moeglichkeiten und vor allem die Grenzen  und Gefahren bei der Selbstdiagnose von Krankheiten mit Hilfe von Internetrecherche aufgezeigt. Die Kursteilnehmer/innen sollen - etwa so wie in der Fernsehserie ""Dr. House"" - anhand vorgegebener Symptome herausfinden, um welche Krankheit es sich jeweils handelt. Insgesamt gibt es sechs Fallbeispiele, zu deren Loesung im Internet recherchiert werden soll. Die Fallbeispiele werden in Form von Kurzvideos praesentiert. Fuer die Kursteilnehmer/innen wird ein moderiertes Diskussionsforum eingerichtet, in dem sie sich ueber ihre Erfahrungen bei der Recherche austauschen koennen. Die Teilnehmer/innen koennen ihre Diagnosen mit jenen der Kurskolleginnen und –kollegen sowie jenen von Aerztinnen und Aerzten vergleichen. Zusaetzlich erklaert ein praktischer Arzt, welche der zur Auswahl stehenden Diagnosen eher wahrscheinlich und welche eher unwahrscheinlich sind.                                                 Der Kurs soll die Teilnehmer/innen dafuer sensibilisieren, im Internet verfuegbare medizinische Informationen richtig einzuschaetzen, er ist aber keine Anleitung dafuer, den Arztbesuch durch Internetrecherchen zu ersetzen. Im Kurs werden daher auch keine Empfehlungen fuer diesbezuegliche Angebote im Internet gegeben und es werden auch keine medizinischen Fragen beantwortet, die sich nicht auf die praesentierten Fallbeispiele bzw. die Loesung dieser Fallbeispiele beziehen."
229,237,229,iMooX,Mechanik - Stoß zweier Körper in der Ebene,Mechanics;impact;principle of linear momentum;road accident;law of the conversation of energy,Collision;Mechanics;Physics;Impulse;Momentum;Energy;Motion;Forces;Collision Laws;Impact Dynamics,,
230,238,230,iMooX,Österreich und die Europäische Union,European Union;austria;History;political organ;membership,European Union;Austria;Membership;Benefits;History;Institutions;Goals;Principles;Relationships;International Cooperation,,
231,239,231,iMooX,Lernen im Netz 2.0: Lernen in einer digitalen Gesellschaft,Digital society;mobile learning;social media;OER;moocs,Online Learning;Digital Education;Mobile Learning;Social Media;Open Education;Online Courses;Learning Platforms;Copyright Issues;Digital Society;E-Learning Trends,Lernen im Netz 2.0: Lernen in einer digitalen Gesellschaft," In unserer zunehmend „digitalen” Gesellschaft wird der  Konsum von Inhalten aus dem Internet mit Hilfe von  Smartphones und Tablets immer alltaeglicher und  selbstverstaendlicher. Damit wird es immer einfacher,  sich jederzeit und ueberall ueber so gut wie alles zu  informieren. In diesem Zusammenhang eroeffnen sich  auch ganz neue Moeglichkeiten, um im Netz und mit  dem Netz zu lernen.   Der Kurs gibt einen Ueberblick ueber aktuelle Trends  beim Lernen im Netz wie zum Beispiel Mobile Learning,  Social Media, Open Educational Resources,  MOOCs, gleichzeitig werden auch Lernplattformen oder  urheberrechtliche Aspekte angesprochen. Diese Trends  und Phaenomene werden dabei aus einer theoretischen  und einer praktischen Perspektive beleuchtet. "
232,240,232,iMooX,Gratis Online Lernen,online learning;free of charge;self-learning;videos;discusion forum,Online Learning;Self-Learning;Internet Skills;Free Resources;Online Course;Learning Tips;Practice Quizzes;Discussion Forum;Interactive Learning;Basic Computer Skills,Gratis Online Lernen,"ArbeitsheftEs gibt viele Moeglichkeiten, mit dem Web zu lernen. Im Online-Kurs  „Gratis Online Lernen“ wird gezeigt, wie es am besten gelingt,  sich kostenfrei mit dem Internet weiterzubilden. Tipps und Tricks  zum erfolgreichen Selberlernen und beim Suchen von hilfreichen Videos,  von kostenfreien Kursen oder anderen Lernangeboten werden dabei gegeben. Einfuehrende Videos, Arbeitsmaterial und kurze Ueberpruefungsmoeglichkeiten  bieten Anregungen, Uebungs- und Vertiefungsmoeglichkeiten. Im Diskussionsforum  ist der Austausch mit anderen Lernerinnen und Lernern moeglich, denn selber  lernen muss nicht heißen, alleine lernen zu muessen. Die Kursteilnahme ist  fuer alle offen und kostenfrei. Voraussetzung fuer die Teilnahme sind einfache,  erste Grundkenntnisse im Umgang mit dem Internet sowie eine E-Mail-Adresse."
233,241,233,iMooX,Learning to code: Programming with Pocket Code,programming;pocket code;children;Computational thinking;animations,Programming for Kids;Interactive Learning;Visual Interface;Game Development;Animation;App Creation;Computational Thinking;Conditional Statements;Variables and Events;Parallel Processing,Learning to code: Programming with Pocket Code,"Bezueglich Programmieren bestehen viele Vorurteile und Aengste. Mithilfe von Pocket Code sollen vor allem Kinder erste Erfahrungen mit dem Programmieren sammeln. Durch eine einfache und visuelle Benutzeroberflaeche wird eine spielerische Umsetzung eigener Ideen ermoeglicht.Der Kurs richtet sich somit sowohl an Kinder und Jugendliche (Altersgruppe 10-14 Jahre), als auch an Lehrerinnen und Lehrer aller Unterrichtsfaecher und hat als Hauptinhalt das Erstellen eigener Spiele, interaktiver Animationen sowie Apps mithilfe von Pocket Code. Primaer werden dabei Struktur und Funktionsweise der App vorgestellt, im Hintergrund werden „Computational Thinking”-Konzepte erarbeitet wie zum Beispiel: Konditionale, Variablen, Events oder Parellelismus. Dabei ist es den Kindern ueberlassen ob sie die den Kurs selbsstaendig oder gemeinsam mit ihren Eltern machen."
234,242,234,iMooX,DSGVO Schulung für Forschungs- und Bildungseinrichtungen,GDPR;Data protection;educational institutions;law;transparency,Data Protection;Education;Regulation;GDPR;Online Course;Legal Requirements;Transparency;Personal Data;Computer-Based Processing;Compliance,,
235,243,235,iMooX,Limnologie-Ökologie des Wassers,Limnologie;ecology;water;waters;habitate,Water Science;Freshwater Ecosystems;Aquatic Life;Water Properties;Water Management;Environmental Science;Biology of Water;Chemical Properties of Water;Physics of Water;Ecology of Freshwater,,
236,244,236,iMooX,Learning to Code: Programmieren mit Pocket Code,programming;pocket code;children;Computational thinking;android,Programming;Coding;Kids;Young Teens;Android App;Game Development;Animation;App Creation;Visual Learning;Computational Thinking,Learning to Code: Programmieren mit Pocket Code," Bezueglich Programmieren bestehen viele Vorurteile und Aengste. Mithilfe  von Pocket Code sollen vor allem Kinder erste Erfahrungen mit dem Programmieren  sammeln. Durch eine einfache und visuelle Benutzeroberflaeche wird eine spielerische  Umsetzung eigener Ideen ermoeglicht.   Der Kurs richtet sich somit sowohl an Kinder und Jugendliche (Altersgruppe 10-14 Jahre), als auch                                                          an Lehrerinnen und Lehrer aller Unterrichtsfaecher und hat als Hauptinhalt  das Erstellen eigener Spiele, interaktiver Animationen sowie Apps mithilfe von Pocket Code.  Primaer werden dabei Struktur und Funktionsweise der App vorgestellt, im Hintergrund werden  „Computational Thinking”-Konzepte erarbeitet wie zum Beispiel: Konditionale, Variablen,  Events oder Parellelismus. Dabei ist es den Kindern ueberlassen ob sie die den Kurs  selbsstaendig oder gemeinsam mit ihren Eltern machen. Um die neueste Version von Pocket Code nutzen zu koennen, wird ein Android©-Geraet (Smartphone oder Tablet) benoetigt. Eine Version fuer iPhone und iPad ist in Entwicklung. Pocket Code und das darin integrierte Pocket Paint werden vom Catrobat Projekt entwickelt: https://www.catrobat.org/de/"
237,245,237,iMooX,Startup-Journey: Geschäftsmodell erstellen,business model;entrepreneurial thinking;initiation;idea;implementation,Business Idea;Startup;Entrepreneurship;Business Model;Strategy;Planning;Market Analysis;Value Proposition;Business Planning;Innovation,,
238,246,238,iMooX,Demokratie MOOC,democracy;politics;society;basic knowledge;self-perception,Politics;Democracy;Society;Citizenship;Education;Participation;Empowerment;Active Engagement;Governance;Civic Responsibility,Demokratie MOOC,"Durch die Absolvierung des DeMOOCs soll ein naeheres Verstaendnis von Demokratie, Politik und Gesellschaft auf verschiedenen politischen Ebenen entwickelt werden koennen, um so den eigenen Zugang zur Politik zu staerken und den eigenen aktiven Anteil am politischen System erfahren zu koennen.   Dafuer ist es einerseits notwendig, ein gewisses Basiswissen von Demokratie, Politik, politischer Prozesse und gesellschaftlicher Strukturen aufzubauen, um in einem zweiten Schritt dieses Wissen in der Praxis umsetzen zu koennen und in die eigene Lebenswelt integrieren zu koennen. Die Eigenwahrnehmung als aktive und muendige BuergerInnen wird dahingehend gestaerkt, sowie die dahingehenden Kenntnisse und Faehigkeiten erweitert. Diese Kenntnisse sollen auch auf die kuenftige eigene Kursgestaltung, paedagogische Arbeit oder das Unterrichten positiven Einfluss nehmen."
239,247,239,iMooX,LawBusters – Drei Themen Recht.humorvoll,Legal capacity;warrenty;licensing law;Game of Thrones,Legal Concepts;Popular Culture;Humor;Law and Business;Capacity;Warranty;Licensing;Star Wars;Game of Thrones;Star Trek,LawBusters – Drei Themen Recht.humorvoll,Themen der einzelnen Einheiten: Rechts- und Geschaeftsfaehigkeit am Beispiel von Game of ThronesGewaehrleistung am Beispiel von Star Trek Lizenzrecht am Beispiel von Star Wars
240,248,240,iMooX,Programmieren mit Processing 1,programming;processing;JaVa-similar;graphiks;animations,Programming;Online Course;Free;Creative;Graphics;Animation;Java;Beginners;Educational;Interactive,Programmieren mit Processing 1,"Der Einstieg in die Welt der Programmierung kann einfach, spielerisch und ueberaus kreativ sein! Vor allem kann er Spaß machen – zum Beispiel mit grafischen Kunstwerken, Animationen, Max auf der Suche nach der aeltesten Person oder dem Computerspiel Pacman!   Programmieren mit Processing 1 ist ein kostenloser und offener Kurs im MOOC (Massive Open Online Course) Format fuer Schuelerinnen und Schueler ab der 9. Schulstufe sowie Lehrende, Studierende und alle, die gerne die Kunst des Programmierens lernen wollen. Ausgehend von anschaulichen Problemstellungen aus dem Alltag werden grundlegende Programmierkonzepte und deren Umsetzung wissenschaftlich fundiert vermittelt und durch die Teilnehmenden aktiv erarbeitet. Dazu wird die JAVA-aehnliche Programmiersprache Processing verwendet, mit welcher Grafiken, Animationen und andere audiovisuelle Inhalte einfach erstellt werden koennen."
241,249,241,iMooX,Programmieren mit Processing 2,programming;processing;JaVa-similar;graphiks;animations,Programming;Online course;Free;Creative;Graphics;Animation;Java-like language;Multimedia;Real-life applications;Interactive learning,Programmieren mit Processing 2,"Der Einstieg in die Welt der Programmierung kann einfach, spielerisch und ueberaus kreativ sein! Vor allem kann er Spaß machen – zum Beispiel mit grafischen Kunstwerken, Animationen, Max auf der Suche nach der aeltesten Person oder dem Computerspiel Pacman!Programmieren mit Processing 2 baut auf Programmieren mit Processing 1 auf und ist ein kostenloser und offener Kurs im MOOC (Massive Open Online Course) Format fuer Schuelerinnen und Schueler ab der 9. Schulstufe sowie Lehrende, Studierende und alle, die gerne die Kunst des Programmierens vertiefen wollen. Ausgehend von anschaulichen Problemstellungen aus dem Alltag werden weitere grundlegende Programmierkonzepte und deren Umsetzung wissenschaftlich fundiert vermittelt und durch die Teilnehmenden aktiv erarbeitet. Dazu wird die JAVA-aehnliche Programmiersprache Processing verwendet, mit welcher Grafiken, Animationen und andere audiovisuelle Inhalte einfach erstellt werden koennen."
242,250,242,iMooX,Mangelernährung bei älteren Menschen,malnutrition;elderly;nursing staff;prevention;intervention measures,Malnutrition;Older Adults;Healthcare Professionals;Screening;Assessment;Prevention;Intervention;Multidisciplinary Teamwork;Elderly Nutrition;Healthcare Education,,
243,251,243,iMooX,Coding und Making im Unterricht,Coding;making;education;digital competencies;teachers,Coding;Making;Education;Teacher Training;Digital Skills;Project-Based Learning;Microcomputers;Sensors;Visual Programming;Hands-on Learning,Coding und Making im Unterricht,"Der MOOC „Coding und Making im Unterricht“ vermittelt Lehrkraeften mit und ohne Vorkenntnissen zeitgemaeße Digitalkompetenzen: Ziel der Fortbildung ist, schuelerorientierte Projekte im eigenen Unterricht zu entwerfen und durchfuehren zu koennen.In den Projekten werden „leichte Werkzeuge“ aus den Bereichen Coding und Making eingesetzt: Einplatinencomputer (Calliope mini und BBC micro:bit), Sensoren und Aktoren, visuelle Programmiersprachen und Bastelmaterial wie Kupferklebeband und Wellpappe.„Coding und Making im Unterricht“ ist schulformuebergreifend konzipiert und richtet sich an Grundschullehrkraefte wie Lehrkraefte an weiterfuehrenden Schulen gleichermaßen. Die Teilnahme von Lehramtsstudierenden, Referendarinnen und Referendaren ist ausdruecklich erwuenscht."
244,252,244,iMooX,Demokratie MOOC - Teil 2,democracy;politics;society;basic knowledge;self-perception,Democracy;Politics;Society;Citizenship;Active participation;Political system;Governance;Civic engagement;Education;Community building,Demokratie MOOC - Teil 2,"Durch die Absolvierung des DeMOOCs soll ein naeheres Verstaendnis von Demokratie, Politik und Gesellschaft auf verschiedenen politischen Ebenen entwickelt werden koennen, um so den eigenen Zugang zur Politik zu staerken und den eigenen aktiven Anteil am politischen System erfahren zu koennen.Dafuer ist es einerseits notwendig, ein gewisses Basiswissen von Demokratie, Politik, politischer Prozesse und gesellschaftlicher Strukturen aufzubauen, um in einem zweiten Schritt dieses Wissen in der Praxis umsetzen zu koennen und in die eigene Lebenswelt integrieren zu koennen. Die Eigenwahrnehmung als aktive und muendige BuergerInnen wird dahingehend gestaerkt, sowie die dahingehenden Kenntnisse und Faehigkeiten erweitert. Diese Kenntnisse sollen auch auf die kuenftige eigene Kursgestaltung, paedagogische Arbeit oder das Unterrichten positiven Einfluss nehmen."
