Unnamed: 0.1,Unnamed: 0,Column1,scope,title,manual_keywords,generated_keywords,name,description,title_en,description_en
201,205,201,openHPI,Data Science Bootcamp,Data Science;Machine Learning;Data analysis;Programming;Python,Data Science;Machine Learning;Bootcamp;Skills;Training;Learning;Data Analysis;Artificial Intelligence;Science Team;Career Development,Data Science Bootcamp,"<p>The ultimate goal of the bootcamp is to cultivate strong data science skills with an emphasis on machine learning techniques to satisfactorily meet and exceed the requests of the Data science world. In the process, we will develop good habits for operating independently as data scientists and for operating as members of productive data science teams.</p>",Data Science Bootcamp,"<p>The ultimate goal of the bootcamp is to cultivate strong data science skills with an emphasis on machine learning techniques to satisfactorily meet and exceed the requests of the Data science world. In the process, we will develop good habits for operating independently as data scientists and for operating as members of productive data science teams.</p>"
202,206,202,openHPI,Datenschutz für Einsteigerinnen und Einsteiger,data protection in Germany;data protection management;data breach,Data Protection;Germany;GDPR;Online Course;Beginners;Data Security;Right to Privacy;Data Management;Breach Response;Compliance,,,Data protection for beginners,
203,207,203,openHPI,Digital Entrepreneurship,Entrepreneurship;digital;economy,Digital Entrepreneurship;Business Models;Entrepreneurship;Collaboration;Ecosystems;Economy;Society;Innovation;Entrepreneurial Mindset;Digital Business,Digital Entrepreneurship,"<p>What exactly does digital entrepreneurship mean and how does it differ from ""classic"" entrepreneurship? How does digital entrepreneurship influence the economy and society? How does effective collaboration between different stakeholders work and what role do digital ecosystems play in this? What kind of entrepreneurial mindset does digital entrepreneurship need?   </p><p>Not only in times of Corona, digital companies, digital business models and digital business processes are on the rise. Using many examples from entrepreneurs and scientists, you will learn in a clear and practice-oriented way what it means to be a digital entrepreneur. Based on state-of-the-art examples from digital entrepreneurship research, you will develop your own digital entrepreneurship approach and philosophy.</p>",Digital Entrepreneurship,"<p>What exactly does digital entrepreneurship mean and how does it differ from ""classic"" entrepreneurship? How does digital entrepreneurship influence the economy and society? How does effective collaboration between different stakeholders work and what role do digital ecosystems play in this? What kind of entrepreneurial mindset does digital entrepreneurship need?   </p><p>Not only in times of Corona, digital companies, digital business models and digital business processes are on the rise. Using many examples from entrepreneurs and scientists, you will learn in a clear and practice-oriented way what it means to be a digital entrepreneur. Based on state-of-the-art examples from digital entrepreneurship research, you will develop your own digital entrepreneurship approach and philosophy.</p>"
204,208,204,openHPI,Gender und Technologie,Gender;Technology;Impact,Technology;Gender roles;Artificial intelligence;Digital systems;Personal experiences;Perspective;Social influence;Human behavior;Equality;Diversity,Gender und Technologie,"<p>Geschlecht begleitet uns schon unser ganzes Leben lang. In diesem Kurs wollen wir persoenliche Erfahrungen mit Geschlecht erweitern, hinterfragen und reflektieren - immer in Bezug zu aktuellen Technologien wie kuenstlicher Intelligenz und digitalen Assistenzsystemen. Denn Geschlecht beeinflusst nicht nur uns, sondern auch die Technologien, die wir nutzen und entwickeln. </p>",Gender and technology,"<p> Our gender accompanies us all our lives. In this course we want to expand, question and reflect personal experiences with gender - always in relation to current technologies such as artistic intelligence and digital assistance systems. Because gender not only affects us, but also the technologies that we use and develop.</p>"
205,209,205,openHPI,HPI D-School Basic Track Summer Term 2023,Design Thinking;Methods;everyday challenges,Design Thinking;Learning Program;Hybrid Learning;Fundamentals;Project-Based Learning;Real-World Applications;Coaches;Experimentation;Risk-Taking;Feedback,HPI D-School Basic Track Summer Term 2023,"<p>The Basic Design Thinking Program provides an immersive hybrid learning experience for participants to understand Design Thinking. Participants will undergo two learning cycles. The emphasis of the first cycle is about learning the fundamentals of Design Thinking and in the second cycle, teams will leverage on their experiences from the first learning cycle and implement their learnings of Design Thinking while working collaboratively with a project partner. </p><p>Throughout the entire learning journey, experienced coaches will guide the teams and share their vast expertise from the working world. Teams will have sufficient space for experimentation, and room to fail to discover their personal conviction about Design Thinking. </p><p>This course is part of a research project that investigates the potentials and challenges of teaching design thinking in an online environment. Therefore, your participation in the course surveys and feedback is very valuable to us.</p>",HPI D-School Basic Track Summer Term 2023,"<p>The Basic Design Thinking Program provides an immersive hybrid learning experience for participants to understand Design Thinking. Participants will undergo two learning cycles. The emphasis of the first cycle is about learning the fundamentals of Design Thinking and in the second cycle, teams will leverage on their experiences from the first learning cycle and implement their learnings of Design Thinking while working collaboratively with a project partner. </p><p>Throughout the entire learning journey, experienced coaches will guide the teams and share their vast expertise from the working world. Teams will have sufficient space for experimentation, and room to fail to discover their personal conviction about Design Thinking. </p><p>This course is part of a research project that investigates the potentials and challenges of teaching design thinking in an online environment. Therefore, your participation in the course surveys and feedback is very valuable to us.</p>"
206,210,206,openHPI,EMOOCs 2023,Conference;Programm;Presentations,Online Learning;EMOOCs;Digital Engineering;Conference;Event;Hasso Plattner Institute;Potsdam;Germany;Keynote Speeches;Networking Sessions,EMOOCs 2023,"<p>After a long period of travel restrictions, we are very excited to host the next EMOOCs locally again. The Hasso Plattner Institute for Digital Engineering welcomes you to our beautiful Griebnitzsee campus in Potsdam near Berlin. Limited participation will also be possible online (i.e. keynotes and talks will be streamed, but no online poster session, no online networking sessions). </p><p>For more information, please visit also <a target=""_blank"" rel=""noopener"" href=""https://emoocs.hpi.de/"">our official website</a>.</p>",EMOOCs 2023,"<p>After a long period of travel restrictions, we are very excited to host the next EMOOCs locally again. The Hasso Plattner Institute for Digital Engineering welcomes you to our beautiful Griebnitzsee campus in Potsdam near Berlin. Limited participation will also be possible online (i.e. keynotes and talks will be streamed, but no online poster session, no online networking sessions). </p><p>For more information, please visit also <a target=""_blank"" rel=""noopener"" href=""https://emoocs.hpi.de/"">our official website</a>.</p>"
207,211,207,openHPI,Learning @ Scale 2021 & EMOOCs 2021,Conference;Programm;Presentations,Online Education;Learning at Scale;EMOOCs (Massive Open Online Courses);Digital Learning;Educational Technology;Online Conference;Research and Development;Educational Institutions;Hybrid Learning;Online Transformation,Learning @ Scale 2021 & EMOOCs 2021,"<p>All learning institutions have been forced to transform and redesign their learning methods, moving from traditional models to hybrid or complete online models at scale. This has shown clearly and rapidly, what already works in online education and what still has a ways to go. The learnings derived from praxis and research have been explored in EMOOCs /Learning @ Scale 2021 which took place completely online from June 22 to June 24, 2021.  </p><p>For more information, please visit also <a target=""_blank"" rel=""noopener"" href=""https://emoocs.hpi.de/"">our official website</a>.</p>",Learning @ Scale 2021 & EMOOCs 2021,"<p>All learning institutions have been forced to transform and redesign their learning methods, moving from traditional models to hybrid or complete online models at scale. This has shown clearly and rapidly, what already works in online education and what still has a ways to go. The learnings derived from praxis and research have been explored in EMOOCs /Learning @ Scale 2021 which took place completely online from June 22 to June 24, 2021.  </p><p>For more information, please visit also <a target=""_blank"" rel=""noopener"" href=""https://emoocs.hpi.de/"">our official website</a>.</p>"
208,212,208,openHPI,Digital Identities,Cybersecurity;Digital Identities;accounts;Passwords,Online presence;Digital footprint;Personal data;Identity online;Internet accounts;Authentication;Sensitive information;Online security;Digital profiles;Cybersecurity,Digital Identities,"<p>The average Internet user has more than 25 Internet accounts, which are created for a wide variety of purposes. Besides accounts for e-mail services or social networks, users need access to learning platforms or online shopping services. Each of these internet accounts represents an individual digital identity. Each of these identities in turn contains a wide variety of personal information. In addition to information used to authenticate a user, such as an e-mail address and password, other services require very personal and sensitive data, such as bank details for payment and the place of residence for the subsequent delivery of an order.</p>",Digital Identities,"<p>The average Internet user has more than 25 Internet accounts, which are created for a wide variety of purposes. Besides accounts for e-mail services or social networks, users need access to learning platforms or online shopping services. Each of these internet accounts represents an individual digital identity. Each of these identities in turn contains a wide variety of personal information. In addition to information used to authenticate a user, such as an e-mail address and password, other services require very personal and sensitive data, such as bank details for payment and the place of residence for the subsequent delivery of an order.</p>"
209,214,209,openHPI,Digital Identities,Cybersecurity;Digital Identities;accounts;Passwords,Digital Identity;Online Accounts;Personal Information;Data Protection;Cyber Security;Internet Users;Online Services;Authentication;Sensitive Data;Identity Management,Digital Identities,"<p>The average Internet user has more than 25 Internet accounts, which are created for a wide variety of purposes. Besides accounts for e-mail services or social networks, users need access to learning platforms or online shopping services. Each of these internet accounts represents an individual digital identity. Each of these identities in turn contains a wide variety of personal information. In addition to information used to authenticate a user, such as an e-mail address and password, other services require very personal and sensitive data, such as bank details for payment and the place of residence for the subsequent delivery of an order.</p>",Digital Identities,"<p>The average Internet user has more than 25 Internet accounts, which are created for a wide variety of purposes. Besides accounts for e-mail services or social networks, users need access to learning platforms or online shopping services. Each of these internet accounts represents an individual digital identity. Each of these identities in turn contains a wide variety of personal information. In addition to information used to authenticate a user, such as an e-mail address and password, other services require very personal and sensitive data, such as bank details for payment and the place of residence for the subsequent delivery of an order.</p>"
210,216,210,openHPI,Digital Identities,Cybersecurity;Digital Identities;accounts;Passwords,Online Identity;Personal Information;Digital Accounts;Internet Security;Data Protection;Online Safety;Sensitive Data;Authentication;Password Management;Cybersecurity,Digital Identities,"<p>The average Internet user has more than 25 Internet accounts, which are created for a wide variety of purposes. Besides accounts for e-mail services or social networks, users need access to learning platforms or online shopping services. Each of these internet accounts represents an individual digital identity. Each of these identities in turn contains a wide variety of personal information. In addition to information used to authenticate a user, such as an e-mail address and password, other services require very personal and sensitive data, such as bank details for payment and the place of residence for the subsequent delivery of an order.</p>",Digital Identities,"<p>The average Internet user has more than 25 Internet accounts, which are created for a wide variety of purposes. Besides accounts for e-mail services or social networks, users need access to learning platforms or online shopping services. Each of these internet accounts represents an individual digital identity. Each of these identities in turn contains a wide variety of personal information. In addition to information used to authenticate a user, such as an e-mail address and password, other services require very personal and sensitive data, such as bank details for payment and the place of residence for the subsequent delivery of an order.</p>"
211,218,211,openHPI,Digital Identities,Cybersecurity;Digital Identities;accounts;Passwords,Online Accounts;Digital Identity;Personal Information;Internet Security;Passwords;Data Protection;Online Safety;User Authentication;Sensitive Data;Cybersecurity,Digital Identities,"<p>The average Internet user has more than 25 Internet accounts, which are created for a wide variety of purposes. Besides accounts for e-mail services or social networks, users need access to learning platforms or online shopping services. Each of these internet accounts represents an individual digital identity. Each of these identities in turn contains a wide variety of personal information. In addition to information used to authenticate a user, such as an e-mail address and password, other services require very personal and sensitive data, such as bank details for payment and the place of residence for the subsequent delivery of an order.</p>",Digital Identities,"<p>The average Internet user has more than 25 Internet accounts, which are created for a wide variety of purposes. Besides accounts for e-mail services or social networks, users need access to learning platforms or online shopping services. Each of these internet accounts represents an individual digital identity. Each of these identities in turn contains a wide variety of personal information. In addition to information used to authenticate a user, such as an e-mail address and password, other services require very personal and sensitive data, such as bank details for payment and the place of residence for the subsequent delivery of an order.</p>"
212,220,212,openHPI,Internetworking Edition 2023,Internet;WWW;networks,Internet;Networking;Security;Technology;Online;World Wide Web;Communication;Society;Economy;Digital Age,Internetworking Edition 2023,"<p>Die Zahl der Internetnutzer:innen weltweit ist kontinuierlich gestiegen und lag 2021 bei rund 4,9 Milliarden Menschen. In Deutschland sind ca. 94% der Bevoelkerung online unterwegs. Das Netz der Netze hat unser Leben und Arbeiten radikal veraendert. In diesem Kurs erfahren Sie, welche technischen Prinzipien dem Internet zugrunde liegen. Darueber hinaus wollen wir den Fokus auf relevante Aspekte wie Sicherheit im Internet und seine Rolle fuer Wirtschaft, Gesellschaft und Politik lenken.</p>",Internetworking Edition 2023,"<P> The number of internet users increases constantly and was around 4.9 billion people in 2021. In Germany, about 94% of the population is online. The network of networks has radically changed our life and work. In this course you will find out on which technical principles the Internet is based on. In addition, we want to focus on relevant aspects such as security on the Internet and its role for economy, society and politics. </p>"
213,221,213,openHPI,Tatort Internet: Edition 2022,Cybersecurity;Malware;Digital Identities;Cryptography;Encryption;Protection,Internet Security;Cyber Crime;Password Protection;Online Threats;Data Protection;Hacker Attacks;Network Vulnerabilities;Cyber Safety;Online Defense;Digital Protection,Tatort Internet: Edition 2022,"<p>Hackern gelingt es immer wieder, Passwoerter zu stehlen, auf sensible Firmen- und Userdaten zuzugreifen und somit schlimmstenfalls ganze Unternehmen lahmzulegen. So vielfaeltig die Moeglichkeiten sind, die das Internet seinen Nutzern bietet, so vielfaeltig sind auch die Angriffspunkte und potenziellen Gefahren, die vom Internet ausgehen und vielen Menschen noch nicht richtig bewusst sind. In diesem openHPI-Kurs lernen Sie die Grundbegriffe der Internetsicherheit kennen. Warum ist das Internet in seinem Grunddesign unsicher? Welches sind die Schwachstellen des Internets und wie werden diese von Cyberkriminellen ausgenutzt? Diese Fragen werden unter anderem in diesem Kurs beantwortet. Gleichzeitig erhalten Sie einige Tipps, wie Sie sich vor solchen Angriffen schuetzen koennen.</p>",Internet: Edition 2022,"<p> Hackers manage to steal passwords, access sensitive company and user data over and over again and thus paralyze entire companies in the worst case. As diverse the possibilities are that the Internet offers to its users, the points of attack and potential dangers that come from the Internet and are not yet really come to full awareness by many people. In this OpenHPI course you will get to know the basic concepts of internet security. Why is the internet insecure in its basic design? What are the weaknesses of the Internet and how are they used by cybercriminals? These questions will be answered in this course, among others. At the same time, you will receive some tips on how to protect from such attacks. </p>"
214,222,214,openHPI,Objektorientierte Programmierung in Java - Schulversion,Java;Programming;Software;School,Java Programming;Object-Oriented Programming;Online Course;Beginner-Friendly;Problem-Solving;Practical Exercises;Mystery Case;Coding;Computer Skills;Programming Basics;,Objektorientierte Programmierung in Java - Schulversion,"<p>Dieser Kurs ist offen fuer alle, richtet sich aber in erster Linie an Schueler:innen.Alle, die schon immer in die Welt des Programmierens hineinschnuppern wollten oder schon erste Erfahrung in der Programmierung gesammelt haben sind herzlich willkommen. In vier Modulen (14 Wochen) beschaeftigen wir uns mit den Grundlagen der Programmiersprache Java und der objektorientierten Programmierung und loesen gemeinsam mit Detektiv Duke einen mysterioesen Entfuehrungsfall. Mit diesem Kurs moechten wir v.a. Schueler:innen der Oberstufe (Jahrgangsstufe 10-13) ansprechen.</p><p>Durch regelmaeßige Programmieraufgaben wird das Gelernte angewendet und die Teilnehmer erwerben praktische Kenntnisse in der Programmiersprache Java.</p><p>Voraussetzungen fuer diesen Kurs sind lediglich ein Interesse an Programmierung, ein Computer mit Internetzugang und ein moderner Browser. Vorhergehende Programmiererfahrung ist hilfreich, aber nicht notwendig. </p>",Object-oriented programming in Java (school version),"<p> This course is open to everyone, but is primarily intended for students. Everyone who wants to look into the world of programming or even have first experience there are cordially welcome. In four modules (14 weeks) we deal with the basics of the programming language Java and the object-oriented programming and solve together with Detective Duke a mysterious kidnapping. With this course we would like to address primarily students of the upper level (grade 10-13). </p> <p> By regular programming tasks, the participants acquire practical knowledge in the programming language Java. </P> Requirements for this course are only an interest in programming, a computer with internet access and a modern browser. Previous programming experience is helpful, but not necessary.</p>"
215,223,215,openHPI,Spieleentwicklung mit JavaScript: Flappy Bird,JavaScript;learning javascript;programming game(s);learnign programming playful;flappy bird;programming beginners course,Game Development;JavaScript Programming;Flappy Bird Game;Online Course;Programming Basics;Software Development;Game Building;Coding Skills;Interactive Learning;Web Development,Spieleentwicklung mit JavaScript: Flappy Bird,"<p>Ein eigenes Spiel in JavaScript selbst programmieren und die dahinterliegende Physik umsetzen! Von einzelnen Komponenten und Methoden ueber den Zusammenbau bis hin zur Optimierung des Programmcodes: Dieser dreiwoechige Kurs richtet sich an alle Interessierten, die bereits etwas Erfahrung mit Programmierung sammeln konnten. </p><p>Auf eine praxisorientierte Art und Weise bauen wir Stueck fuer Stueck das Spiel <a target=""_blank"" rel=""noopener"" href=""https://flappybird.io/"">Flappy Bird</a> mittels der Programmiersprache JavaScript nach und geben einen Einstieg in die Softwareentwicklung.</p>",Game development with JavaScript: Flappy Bird,"<p> Program your own game in JavaScript yourself and implement the physics behind it! From individual components and methods to the assembly to the optimization of the program code: This three-week course is aimed at all interested parties who have already gained some experience with programming.</p> <p> In a practice-oriented way we build the game <a target = ""_ blank"" rel = ""noopener"" href = ""https://flappybird.io/""> flappy bird </a> using the programming language JavaScript and give an introduction to software development. </p>"
216,224,216,openHPI,Künstliche Intelligenz und Maschinelles Lernen in der Praxis,artificial intelligence;Beginner;machine learning,Artificial Intelligence;Machine Learning;Real-Life Applications;No Programming Required;Practical Examples;Image Recognition;Sentiment Analysis;Natural Language Processing;Data Analysis;Technical Skills,,,Artificial intelligence and machine learning in practice,
217,225,217,openHPI,ChatGPT: Was bedeutet generative KI für unsere Gesellschaft?,generative aI;societal challenges;gigital technologies,Generative Artificial Intelligence (AI);ChatGPT;Technology;Society;Jobs;Communication;Future;Innovation;Impact;Opportunities,,,Chatgpt: What does generative AI mean for our society?,
218,226,218,openHPI,Knowledge Graphs ,Information systems;explainable aI;connection of knowledge,Information Systems;Data Structures;Search Engines;Artificial Intelligence;Knowledge Management;Graph Theory;Data Retrieval;Question Answering;Recommender Systems;Explainable AI,Knowledge Graphs ,"<p>Even though it affects our lives every single day, most of us have no idea what a knowledge graph is. Asking Alexa about the weather tomorrow or searching for the latest news on climate change via Google, knowledge graphs constitute the backbone of today’s state-of-the-art information systems. From improving search results over question answering and recommender systems up to explainable AI systems, the applications of knowledge graphs are manyfold.  </p>",Knowledge Graphs ,"<p>Even though it affects our lives every single day, most of us have no idea what a knowledge graph is. Asking Alexa about the weather tomorrow or searching for the latest news on climate change via Google, knowledge graphs constitute the backbone of today’s state-of-the-art information systems. From improving search results over question answering and recommender systems up to explainable AI systems, the applications of knowledge graphs are manyfold.  </p>"
219,227,219,openHPI,Linux in der Kommandozeile,operating systems;console;computer command;application,Linux;Command Line;Interface;Operating System;Computer;Programming;Automation;Tasks;Efficiency;Technology,Linux in der Kommandozeile,"<p>Wir kennen es aus vielen Filmen: Ein Hacker setzt sich an den Computer, tippt mit gruener Schrift auf einem schwarzen Bildschirm eine Weile und sagt: ""Ich bin drin!"". Was dahinter steckt ist eine Kommandozeile, ein Weg mit Computern zu interagieren, der sehr maechtig ist, aber etwas undurchsichtig wirkt.  </p><p>Wir wollen uns in diesem Kurs mit der Kommandozeile des Betriebssystems Linux beschaeftigen. Mit dem Betriebssystem Linux kommt man oefter in Beruehrung als man denkt. Linux laeuft auf Handys, in smarten Lampen und auf Supercomputern.   </p><p>Mit der Kommandozeile laesst sich schnell und effektiv arbeiten, man kann viele alltaegliche Aufgaben automatisieren und kleinere Programme zu großen zusammenschließen.</p>",Linux in the command line,"<p> We know it from many films: A hacker sits on the computer, types with green writing on a black screen for a while and says: ""I'm in!"". What is behind it is a command line - a way to interact with computers that is very powerful, but looks somewhat opaque.</p> <p> We want to deal with the command line of the Linux operating system in this course. You get in touch with the Linux operating system more often then you think. Linux runs on cell phones, in smart lamps and on supercomputers.</p> <p> With the command line, you can work quickly and effectively, you can automate many everyday tasks and connect smaller programs to bigger ones. </p>"
220,228,220,openHPI,Cyberthreats by Malware,Cybersecurity;Malware;Threats;Security Measures,Malware;Cyber threats;Internet security;Viruses;Worms;Trojans;Botnets;Ransomware;Online safety;Cyber attacks,Cyberthreats by Malware,"<p>In this course we will discuss a huge problem on the Internet: The spread of malware.<br>The number of cyber attacks has increased again in 2020. New forms of malware have evolved, even more disruptive and more damaging.<br>We will cover different types of malware, such as, viruses, worms, and trojans, talk about botnets and ransomware, and mention some countermeasures. </p>",Cyberthreats by Malware,"<p>In this course we will discuss a huge problem on the Internet: The spread of malware.<br>The number of cyber attacks has increased again in 2020. New forms of malware have evolved, even more disruptive and more damaging.<br>We will cover different types of malware, such as, viruses, worms, and trojans, talk about botnets and ransomware, and mention some countermeasures. </p>"
221,229,221,openHPI,Cyberthreats by Malware,Cybersecurity;Malware;Threats;Security Measures,Malware;Cybersecurity;Viruses;Worms;Trojans;Botnets;Ransomware;Online Threats;Cyber Attacks;Internet Safety,Cyberthreats by Malware,"<p>In this course we will discuss a huge problem on the Internet: The spread of malware.<br>The number of cyber attacks has increased again in 2020. New forms of malware have evolved, even more disruptive and more damaging.<br>We will cover different types of malware, such as, viruses, worms, and trojans, talk about botnets and ransomware, and mention some countermeasures. </p>",Cyberthreats by Malware,"<p>In this course we will discuss a huge problem on the Internet: The spread of malware.<br>The number of cyber attacks has increased again in 2020. New forms of malware have evolved, even more disruptive and more damaging.<br>We will cover different types of malware, such as, viruses, worms, and trojans, talk about botnets and ransomware, and mention some countermeasures. </p>"
222,230,222,iMooX,“Making” - Kreatives digitales Gestalten mit Kindern,Online course;creative;digital;designing;children,Online Course;Creative Design;Digital Experimentation;Children's Education;Making Tools;Programming;Robotics;3D Printing;Beginner-Friendly;Practical Learning,“Making” - Kreatives digitales Gestalten mit Kindern,"""Making"" - der offene Online-Kurs zum kreativen digitalen Gestalten und Experimentieren mit Kindern ist eine siebenwoechige Einfuehrung in unterschiedliche Making-Werkzeuge und -Aktivitaeten fuer Kinder in der Schule und Kinderarbeit. Handlungsorientiert und praxisnah werden ausgewaehlte Werkzeuge der Making-Bewegung vorgestellt und von Expertinnen konkrete Beispiele fuer ihren Einsatz gegeben sowie Herausforderungen und Tipps genannt. Geplant sind so die Vorstellung von ausgewaehlten Unterrichts- oder Workshopszenarien fuers Programmieren, Roboterbauen oder 3D-Drucken. Der Kurs wendet sich dabei explizit an Einsteiger/innen, d.h. Personen, die selbst noch keine Erfahrungen mit den Werkzeugen haben.",“Making” - creative digital design with children,"Making - The open online course for creative digital designs and experimenting with children is a seven-week introduction to different making tools and activities for children at school. Action-oriented and practical, balanced tools of the make-up movement are presented and specific examples are given by experts for their use, as well as challenges and tips. Planned are the presentation of selected teaching and workshop scenarios for programming, building robots or 3D printing. The course explicitly aims at beginners, i.e. people who themselves have no experience with the tools."
223,231,223,iMooX,Der Weg zum lebenszyklusorientierten Hochbau,process steps;life cycle oriented;Buildigs;Planning;Execution,Building;Life Cycle;Process;Framework;Organization;Planning;Execution;Sustainability;Construction;Management,Der Weg zum lebenszyklusorientierten Hochbau,"Der Kurs „Der Weg zum lebenszyklusorientierten Hochbau“ behandelt die Prozessschritte und organisatorischen Rahmenbedingungen fuer lebenszyklusorientierte Gebaeude. Dabei werden jeweils die Ergebnisse der einzelnen Phasen von der Strategie und der Initiierung ueber die Planung bis zur Ausfuehrung, der Nutzung und dem Rueckbau beschrieben. Zusammenfassend werden jene Erfolgsfaktoren definiert, die fuer alle lebenszyklusorientierten Gebaeude gleichermaßen gelten.                            Einen ersten Ueberblick zum Thema verschafft der 4-minuetige Trickfilm „Bauen mit Zukunft“ ",The way to the lifecycle-oriented building construction,"The course ""The Way to the lifecycle-oriented Building Construction"" deals with the process steps and organizational framework conditions for lifecycle-oriented buildings. The results of the individual phases are described from the strategy and the initiation via the planning to the execution, use and the deconstruction. In summary, those success factors are defined that apply equally to all lifecycle-oriented building. The 4-minute cartoon “Building with a future” provides a first overview of the topic"
224,232,224,iMooX,Englisch für Chemiestudierende,Vocabulary;subject-specific;chemistry;Videos,Online course;Chemistry students;English vocabulary;Interactive learning;Videos;Chemical terms;Everyday situations;Quiz;Free resource;Language learning,,,English for chemistry students,
225,233,225,iMooX,Entrepreneurship for Engineers,Entrepreneurship;engineers;Private economy;Industry;leaders,Entrepreneurship;Engineers;Practical skills;Industry;Career development;Leadership;Start-up;Private sector;Workplace preparation;Professional growth,Entrepreneurship for Engineers,"Durch „Entrepreneurship for Engineers” wird eine Bruecke geschlagen zwischen der  universitaeren Ausbildung und den Anforderungen an die angehenden Ingenieurinnen und Ingenieure in  der Privatwirtschaft/Industrie.   Dabei wird besonderes Augenmerk auf die praktischen Anforderungen an junge Ingenieurinnen und Ingenieure  in der Industrie und auch die Vorbereitung auf den Berufseinstieg gelegt und folglich  die komplexen und mehrdimensionalen Aufgaben an junge Fuehrungskraefte aus unterschiedlichen  Fachbereichen betrachtet.    Zusammengefasst und aufbereitet werden diese Themen von DI Kevin Fister, der persoenlich  immer wieder die Erfahrung gemacht hat, dass der Berufseinstieg sowie die fruehe Uebernahme  von Fuehrungsverantwortung fuer junge Ingenieurinnen und Ingenieure oft eine große Herausforderung  darstellt. ",Entrepreneurship for Engineers,"“Entrepreneurship for Engineers” builds a bridge between the university training and the requirements for prospective engineers in the private sector/industry. Particular attention is paid to the practical requirements for young engineers in industry and also the preparation for starting their career and consequently the complex and multi-dimensional tasks of young leaders from different specialist areas. These topics are summarized and prepared by DI Kevin Fister, who personally has repeatedly made the experience that the start of the career and the early takeover of responsibilities is often represents a great challenge."
226,234,226,iMooX,Graz – die smarteste City Österreichs,Graz;Educational location;Urban sociology;sustainable development;architecture,City;Graz;Austria;Education;Architecture;Urban planning;Sustainability;History;Sociology;Development,,,Graz - The smartest city in Austria,
227,235,227,iMooX,Klettern mit 360° Videos,bouldern;sports climbing;material sciences;safety;videos,Indoor climbing;Bouldering;Sport climbing;Online course;Safety procedures;Climbing techniques;Material knowledge;360-degree videos;Practical training;Safety equipment,Klettern mit 360° Videos," Dieser Kurs bietet einen Einstieg zu Bouldern bzw. Sportklettern in der Halle.  Beginnend mit theoretischen Grundlagen in den ersten Einheiten, werden weiters  Techniken erklaert und erarbeitet welche dann an der Kletterwand umgesetzt werden  koennen. Neben Materialkunde wird der Schwerpunkt des Kurses auch auf der Sicherheit  liegen.    Dieser Kurs kann ausschließlich online belegt werden, wobei hier beachtet werden  muss, dass die Videos keine Ausbildung zum Seilklettern sind. Eine praktischer Kurs  ist zum Erlernen der Sicherungstechniken und des Umganges mit Sicherungsgeraeten sehr  wichtig. Die Abhaltung dieses Kurses erfolgt im Rahmen einer Abschlussarbeit bei der vorgesehen                                                         ist mit einer kleine Gruppe an Teilnehmerinnen und Teilnehmern diesen Kurs mit praktischen Anteilen  zu kombinieren.  ",Climbing with 360 ° videos,"This course offers an introduction to bouldering or sports climbing indoors. Starting with theoretical foundations in the first units, techniques are also explained and developed which can then be put into action on the climbing wall. In addition to materials science, the focus of the course will also be on safety. This course can only be conducted online, whereby it must be noted that the videos are not training for rope climbing. A practical course is very important for learning the backup techniques and dealing with safety gadgets. This course is held as part of a thesis in which it is planned to combine this course with practical parts with a small group of participants."
